timestamp,algorithm,evacuated,deaths,deaths_floor_0,deaths_floor_1,deaths_floor_2,evacuated_age_elderly,evacuated_stafftype_civilian,evacuated_stafftype_staff,datetime
25,PSO SFM(Assist Mobile),16,104,43,43,22,16,12,4,2025-01-01T00:00:25
25,PSO SFM(Assist Elderly),20,100,40,40,24,20,15,5,2025-01-01T00:00:25
25,PSO SFM(Top Evac),17,103,41,41,24,17,13,4,2025-01-01T00:00:25
25,PSO SFM(Avoid Top),17,103,42,40,24,17,16,1,2025-01-01T00:00:25
25,PSO SFM(Zone Sweep),14,106,44,41,24,14,14,0,2025-01-01T00:00:25
25,MFO SFM,13,107,42,40,25,13,11,2,2025-01-01T00:00:25
25,ACO SFM,26,94,34,40,24,26,22,4,2025-01-01T00:00:25
26,Random,1,119,39,40,40,1,0,1,2025-01-01T00:00:26
26,PSO,39,81,9,43,30,39,0,39,2025-01-01T00:00:26
26,SFM,27,93,35,43,21,27,25,2,2025-01-01T00:00:26
26,PSO SFM(Staff all evacuate),17,103,44,42,22,17,11,6,2025-01-01T00:00:26
26,PSO SFM(Staff all assist),14,106,47,41,23,14,14,0,2025-01-01T00:00:26
26,PSO SFM(Half Assist),22,98,39,43,21,22,19,3,2025-01-01T00:00:26
26,PSO SFM(Assist Mobile),19,101,43,42,21,19,14,5,2025-01-01T00:00:26
26,PSO SFM(Assist Elderly),21,99,40,40,23,21,16,5,2025-01-01T00:00:26
26,PSO SFM(Top Evac),19,101,42,42,21,19,15,4,2025-01-01T00:00:26
26,PSO SFM(Avoid Top),19,101,43,41,22,19,18,1,2025-01-01T00:00:26
26,PSO SFM(Zone Sweep),15,105,46,41,22,15,15,0,2025-01-01T00:00:26
26,MFO SFM,15,105,43,41,23,15,12,3,2025-01-01T00:00:26
26,ACO SFM,29,91,34,39,23,29,25,4,2025-01-01T00:00:26
27,Random,1,119,39,40,40,1,0,1,2025-01-01T00:00:27
27,PSO,39,81,9,43,30,39,0,39,2025-01-01T00:00:27
27,SFM,27,93,33,43,21,27,25,2,2025-01-01T00:00:27
27,PSO SFM(Staff all evacuate),17,103,45,41,21,17,11,6,2025-01-01T00:00:27
27,PSO SFM(Staff all assist),15,105,44,41,22,15,15,0,2025-01-01T00:00:27
27,PSO SFM(Half Assist),25,95,38,42,21,25,22,3,2025-01-01T00:00:27
27,PSO SFM(Assist Mobile),21,99,44,43,18,21,16,5,2025-01-01T00:00:27
27,PSO SFM(Assist Elderly),21,99,41,40,21,21,16,5,2025-01-01T00:00:27
27,PSO SFM(Top Evac),19,101,42,41,20,19,15,4,2025-01-01T00:00:27
27,PSO SFM(Avoid Top),21,99,44,41,20,21,20,1,2025-01-01T00:00:27
27,PSO SFM(Zone Sweep),17,103,45,43,20,17,17,0,2025-01-01T00:00:27
27,MFO SFM,16,104,44,42,21,16,13,3,2025-01-01T00:00:27
27,ACO SFM,30,90,35,39,22,30,26,4,2025-01-01T00:00:27
28,Random,1,119,40,41,38,1,0,1,2025-01-01T00:00:28
28,PSO,39,81,8,44,29,39,0,39,2025-01-01T00:00:28
28,SFM,28,92,31,43,20,28,26,2,2025-01-01T00:00:28
28,PSO SFM(Staff all evacuate),20,100,44,41,20,20,14,6,2025-01-01T00:00:28
28,PSO SFM(Staff all assist),16,104,45,42,20,16,16,0,2025-01-01T00:00:28
28,PSO SFM(Half Assist),26,94,40,41,19,26,23,3,2025-01-01T00:00:28
28,PSO SFM(Assist Mobile),24,96,45,41,18,24,19,5,2025-01-01T00:00:28
28,PSO SFM(Assist Elderly),24,96,40,40,20,24,19,5,2025-01-01T00:00:28
28,PSO SFM(Top Evac),20,100,44,40,19,20,16,4,2025-01-01T00:00:28
28,PSO SFM(Avoid Top),24,96,43,40,20,24,23,1,2025-01-01T00:00:28
28,PSO SFM(Zone Sweep),20,100,44,43,19,20,20,0,2025-01-01T00:00:28
28,MFO SFM,16,104,46,40,21,16,13,3,2025-01-01T00:00:28
28,ACO SFM,32,88,35,39,20,32,28,4,2025-01-01T00:00:28
29,Random,1,119,40,41,38,1,0,1,2025-01-01T00:00:29
29,PSO,41,79,9,45,27,41,0,41,2025-01-01T00:00:29
29,SFM,29,91,31,44,18,29,27,2,2025-01-01T00:00:29
29,PSO SFM(Staff all evacuate),22,98,44,40,19,22,15,7,2025-01-01T00:00:29
29,PSO SFM(Staff all assist),19,101,46,40,20,19,19,0,2025-01-01T00:00:29
29,PSO SFM(Half Assist),27,93,39,41,18,27,24,3,2025-01-01T00:00:29
29,PSO SFM(Assist Mobile),26,94,43,42,16,26,21,5,2025-01-01T00:00:29
29,PSO SFM(Assist Elderly),25,95,41,41,17,25,20,5,2025-01-01T00:00:29
29,PSO SFM(Top Evac),22,98,42,40,19,22,18,4,2025-01-01T00:00:29
29,PSO SFM(Avoid Top),25,95,42,41,18,25,24,1,2025-01-01T00:00:29
29,PSO SFM(Zone Sweep),20,100,44,43,18,20,20,0,2025-01-01T00:00:29
29,MFO SFM,16,104,45,42,18,16,13,3,2025-01-01T00:00:29
29,ACO SFM,33,87,32,40,19,33,29,4,2025-01-01T00:00:29
30,Random,1,119,41,40,38,1,0,1,2025-01-01T00:00:30
30,PSO,41,79,9,45,27,41,0,41,2025-01-01T00:00:30
30,SFM,29,91,32,44,17,29,27,2,2025-01-01T00:00:30
30,PSO SFM(Staff all evacuate),24,96,45,40,18,24,17,7,2025-01-01T00:00:30
30,PSO SFM(Staff all assist),22,98,45,42,18,22,22,0,2025-01-01T00:00:30
30,PSO SFM(Half Assist),28,92,37,43,15,28,25,3,2025-01-01T00:00:30
30,PSO SFM(Assist Mobile),28,92,41,44,14,28,23,5,2025-01-01T00:00:30
30,PSO SFM(Assist Elderly),25,95,43,39,17,25,20,5,2025-01-01T00:00:30
30,PSO SFM(Top Evac),24,96,46,39,16,24,20,4,2025-01-01T00:00:30
30,PSO SFM(Avoid Top),27,93,40,42,17,27,26,1,2025-01-01T00:00:30
30,PSO SFM(Zone Sweep),21,99,44,41,18,21,21,0,2025-01-01T00:00:30
30,MFO SFM,18,102,44,42,18,18,15,3,2025-01-01T00:00:30
30,ACO SFM,35,85,31,42,17,35,31,4,2025-01-01T00:00:30
31,Random,1,119,41,40,38,1,0,1,2025-01-01T00:00:31
31,PSO,42,78,11,44,26,42,0,42,2025-01-01T00:00:31
31,SFM,30,90,32,43,17,30,28,2,2025-01-01T00:00:31
31,PSO SFM(Staff all evacuate),25,95,42,42,16,25,17,8,2025-01-01T00:00:31
31,PSO SFM(Staff all assist),23,97,47,40,17,23,23,0,2025-01-01T00:00:31
31,PSO SFM(Half Assist),30,90,38,42,14,30,27,3,2025-01-01T00:00:31
31,PSO SFM(Assist Mobile),30,90,40,43,13,30,24,6,2025-01-01T00:00:31
31,PSO SFM(Assist Elderly),27,93,41,40,15,27,21,6,2025-01-01T00:00:31
31,PSO SFM(Top Evac),26,94,45,39,16,26,22,4,2025-01-01T00:00:31
31,PSO SFM(Avoid Top),27,93,38,43,15,27,26,1,2025-01-01T00:00:31
31,PSO SFM(Zone Sweep),22,98,41,43,16,22,22,0,2025-01-01T00:00:31
31,MFO SFM,19,101,44,43,17,19,16,3,2025-01-01T00:00:31
31,ACO SFM,36,84,29,43,16,36,32,4,2025-01-01T00:00:31
32,Random,1,119,42,39,38,1,0,1,2025-01-01T00:00:32
32,PSO,43,77,9,44,26,43,0,43,2025-01-01T00:00:32
32,SFM,31,89,32,42,17,31,29,2,2025-01-01T00:00:32
32,PSO SFM(Staff all evacuate),26,94,40,43,15,26,17,9,2025-01-01T00:00:32
32,PSO SFM(Staff all assist),25,95,44,41,16,25,25,0,2025-01-01T00:00:32
32,PSO SFM(Half Assist),32,88,38,41,14,32,29,3,2025-01-01T00:00:32
32,PSO SFM(Assist Mobile),31,89,38,44,12,31,25,6,2025-01-01T00:00:32
32,PSO SFM(Assist Elderly),32,88,41,41,13,32,26,6,2025-01-01T00:00:32
32,PSO SFM(Top Evac),28,92,45,38,15,28,24,4,2025-01-01T00:00:32
32,PSO SFM(Avoid Top),27,93,39,42,14,27,26,1,2025-01-01T00:00:32
32,PSO SFM(Zone Sweep),25,95,43,41,16,25,25,0,2025-01-01T00:00:32
32,MFO SFM,20,100,46,41,17,20,17,3,2025-01-01T00:00:32
32,ACO SFM,37,83,29,42,16,37,33,4,2025-01-01T00:00:32
33,Random,2,118,42,39,38,2,1,1,2025-01-01T00:00:33
33,PSO,45,75,11,42,26,45,0,45,2025-01-01T00:00:33
33,SFM,33,87,32,42,17,33,31,2,2025-01-01T00:00:33
33,PSO SFM(Staff all evacuate),27,93,38,45,13,27,18,9,2025-01-01T00:00:33
33,PSO SFM(Staff all assist),27,93,42,40,16,27,27,0,2025-01-01T00:00:33
33,PSO SFM(Half Assist),34,86,37,42,13,34,31,3,2025-01-01T00:00:33
33,PSO SFM(Assist Mobile),32,88,37,43,12,32,26,6,2025-01-01T00:00:33
33,PSO SFM(Assist Elderly),34,86,43,39,13,34,27,7,2025-01-01T00:00:33
33,PSO SFM(Top Evac),30,90,44,37,15,30,26,4,2025-01-01T00:00:33
33,PSO SFM(Avoid Top),28,92,37,44,12,28,27,1,2025-01-01T00:00:33
33,PSO SFM(Zone Sweep),25,95,42,42,15,25,25,0,2025-01-01T00:00:33
33,MFO SFM,21,99,44,41,17,21,18,3,2025-01-01T00:00:33
33,ACO SFM,38,82,27,42,16,38,34,4,2025-01-01T00:00:33
34,Random,2,118,42,39,38,2,1,1,2025-01-01T00:00:34
34,PSO,47,73,10,42,26,47,0,47,2025-01-01T00:00:34
34,SFM,34,86,31,42,17,34,32,2,2025-01-01T00:00:34
34,PSO SFM(Staff all evacuate),28,92,38,44,13,28,19,9,2025-01-01T00:00:34
34,PSO SFM(Staff all assist),27,93,41,41,15,27,27,0,2025-01-01T00:00:34
34,PSO SFM(Half Assist),36,84,35,42,13,36,33,3,2025-01-01T00:00:34
34,PSO SFM(Assist Mobile),34,86,38,41,11,34,28,6,2025-01-01T00:00:34
34,PSO SFM(Assist Elderly),34,86,42,40,11,34,27,7,2025-01-01T00:00:34
34,PSO SFM(Top Evac),31,89,42,37,15,31,26,5,2025-01-01T00:00:34
34,PSO SFM(Avoid Top),30,90,38,43,12,30,29,1,2025-01-01T00:00:34
34,PSO SFM(Zone Sweep),28,92,42,41,15,28,28,0,2025-01-01T00:00:34
34,MFO SFM,23,97,43,41,17,23,19,4,2025-01-01T00:00:34
34,ACO SFM,38,82,26,42,16,38,34,4,2025-01-01T00:00:34
35,Random,2,118,42,40,37,2,1,1,2025-01-01T00:00:35
35,PSO,48,72,10,41,26,48,0,48,2025-01-01T00:00:35
35,SFM,34,86,30,42,17,34,32,2,2025-01-01T00:00:35
35,PSO SFM(Staff all evacuate),30,90,38,43,13,30,21,9,2025-01-01T00:00:35
35,PSO SFM(Staff all assist),30,90,39,41,15,30,30,0,2025-01-01T00:00:35
35,PSO SFM(Half Assist),37,83,34,41,13,37,34,3,2025-01-01T00:00:35
35,PSO SFM(Assist Mobile),34,86,37,41,11,34,28,6,2025-01-01T00:00:35
35,PSO SFM(Assist Elderly),34,86,38,39,11,34,27,7,2025-01-01T00:00:35
35,PSO SFM(Top Evac),32,88,40,38,14,32,27,5,2025-01-01T00:00:35
35,PSO SFM(Avoid Top),32,88,38,43,12,32,31,1,2025-01-01T00:00:35
35,PSO SFM(Zone Sweep),28,92,39,41,15,28,28,0,2025-01-01T00:00:35
35,MFO SFM,23,97,42,41,17,23,19,4,2025-01-01T00:00:35
35,ACO SFM,40,80,26,41,16,40,36,4,2025-01-01T00:00:35
36,Random,2,118,41,40,37,2,1,1,2025-01-01T00:00:36
36,PSO,48,72,9,40,26,48,0,48,2025-01-01T00:00:36
36,SFM,35,85,28,42,17,35,33,2,2025-01-01T00:00:36
36,PSO SFM(Staff all evacuate),31,89,37,43,13,31,22,9,2025-01-01T00:00:36
36,PSO SFM(Staff all assist),30,90,37,41,15,30,30,0,2025-01-01T00:00:36
36,PSO SFM(Half Assist),39,81,33,40,13,39,35,4,2025-01-01T00:00:36
36,PSO SFM(Assist Mobile),36,84,38,39,11,36,30,6,2025-01-01T00:00:36
36,PSO SFM(Assist Elderly),37,83,36,40,10,37,29,8,2025-01-01T00:00:36
36,PSO SFM(Top Evac),34,86,38,38,14,34,29,5,2025-01-01T00:00:36
36,PSO SFM(Avoid Top),34,86,37,44,11,34,33,1,2025-01-01T00:00:36
36,PSO SFM(Zone Sweep),30,90,41,39,15,30,30,0,2025-01-01T00:00:36
36,MFO SFM,25,95,41,41,17,25,21,4,2025-01-01T00:00:36
36,ACO SFM,40,80,25,42,15,40,36,4,2025-01-01T00:00:36
37,Random,2,118,41,41,36,2,1,1,2025-01-01T00:00:37
37,PSO,49,71,8,41,24,49,0,49,2025-01-01T00:00:37
37,SFM,36,84,27,42,17,36,34,2,2025-01-01T00:00:37
37,PSO SFM(Staff all evacuate),33,87,36,43,13,33,24,9,2025-01-01T00:00:37
37,PSO SFM(Staff all assist),31,89,37,41,15,31,31,0,2025-01-01T00:00:37
37,PSO SFM(Half Assist),39,81,32,40,12,39,35,4,2025-01-01T00:00:37
37,PSO SFM(Assist Mobile),38,82,36,40,10,38,32,6,2025-01-01T00:00:37
37,PSO SFM(Assist Elderly),41,79,36,40,10,41,32,9,2025-01-01T00:00:37
37,PSO SFM(Top Evac),37,83,37,38,14,37,30,7,2025-01-01T00:00:37
37,PSO SFM(Avoid Top),34,86,35,45,10,34,33,1,2025-01-01T00:00:37
37,PSO SFM(Zone Sweep),33,87,38,40,14,33,33,0,2025-01-01T00:00:37
37,MFO SFM,25,95,39,41,17,25,21,4,2025-01-01T00:00:37
37,ACO SFM,40,80,25,42,15,40,36,4,2025-01-01T00:00:37
38,Random,2,118,41,41,36,2,1,1,2025-01-01T00:00:38
38,PSO,49,71,8,40,24,49,0,49,2025-01-01T00:00:38
38,SFM,36,84,27,42,17,36,34,2,2025-01-01T00:00:38
38,PSO SFM(Staff all evacuate),34,86,34,43,13,34,25,9,2025-01-01T00:00:38
38,PSO SFM(Staff all assist),32,88,35,40,15,32,32,0,2025-01-01T00:00:38
38,PSO SFM(Half Assist),40,80,31,40,12,40,36,4,2025-01-01T00:00:38
38,PSO SFM(Assist Mobile),41,79,36,40,10,41,35,6,2025-01-01T00:00:38
38,PSO SFM(Assist Elderly),44,76,36,41,9,44,35,9,2025-01-01T00:00:38
38,PSO SFM(Top Evac),40,80,37,37,14,40,33,7,2025-01-01T00:00:38
38,PSO SFM(Avoid Top),35,85,33,46,9,35,34,1,2025-01-01T00:00:38
38,PSO SFM(Zone Sweep),35,85,38,41,13,35,35,0,2025-01-01T00:00:38
38,MFO SFM,25,95,39,41,17,25,21,4,2025-01-01T00:00:38
38,ACO SFM,41,79,23,42,15,41,37,4,2025-01-01T00:00:38
39,Random,2,118,41,41,36,2,1,1,2025-01-01T00:00:39
39,PSO,51,69,9,40,23,51,0,51,2025-01-01T00:00:39
39,SFM,37,83,26,42,17,37,35,2,2025-01-01T00:00:39
39,PSO SFM(Staff all evacuate),34,86,33,43,13,34,25,9,2025-01-01T00:00:39
39,PSO SFM(Staff all assist),35,85,35,40,15,35,35,0,2025-01-01T00:00:39
39,PSO SFM(Half Assist),41,79,29,41,11,41,37,4,2025-01-01T00:00:39
39,PSO SFM(Assist Mobile),42,78,34,40,10,42,35,7,2025-01-01T00:00:39
39,PSO SFM(Assist Elderly),46,74,34,40,9,46,37,9,2025-01-01T00:00:39
39,PSO SFM(Top Evac),41,79,35,38,13,41,34,7,2025-01-01T00:00:39
39,PSO SFM(Avoid Top),37,83,31,46,9,37,36,1,2025-01-01T00:00:39
39,PSO SFM(Zone Sweep),40,80,37,40,13,40,39,1,2025-01-01T00:00:39
39,MFO SFM,26,94,37,42,16,26,22,4,2025-01-01T00:00:39
39,ACO SFM,42,78,24,41,15,42,38,4,2025-01-01T00:00:39
40,Random,2,118,41,41,36,2,1,1,2025-01-01T00:00:40
40,PSO,52,68,9,39,23,52,0,52,2025-01-01T00:00:40
40,SFM,37,83,25,42,17,37,35,2,2025-01-01T00:00:40
40,PSO SFM(Staff all evacuate),35,85,31,43,13,35,26,9,2025-01-01T00:00:40
40,PSO SFM(Staff all assist),35,85,34,41,14,35,35,0,2025-01-01T00:00:40
40,PSO SFM(Half Assist),43,77,29,41,11,43,39,4,2025-01-01T00:00:40
40,PSO SFM(Assist Mobile),42,78,32,40,10,42,35,7,2025-01-01T00:00:40
40,PSO SFM(Assist Elderly),48,72,30,41,8,48,39,9,2025-01-01T00:00:40
40,PSO SFM(Top Evac),43,77,32,38,13,43,36,7,2025-01-01T00:00:40
40,PSO SFM(Avoid Top),39,81,31,46,9,39,38,1,2025-01-01T00:00:40
40,PSO SFM(Zone Sweep),41,79,34,40,13,41,40,1,2025-01-01T00:00:40
40,MFO SFM,27,93,38,41,16,27,23,4,2025-01-01T00:00:40
40,ACO SFM,44,76,24,41,15,44,40,4,2025-01-01T00:00:40
41,Random,2,118,41,41,36,2,1,1,2025-01-01T00:00:41
41,PSO,53,67,9,39,23,53,0,53,2025-01-01T00:00:41
41,SFM,37,83,25,42,17,37,35,2,2025-01-01T00:00:41
41,PSO SFM(Staff all evacuate),35,85,30,43,13,35,26,9,2025-01-01T00:00:41
41,PSO SFM(Staff all assist),37,83,33,42,13,37,37,0,2025-01-01T00:00:41
41,PSO SFM(Half Assist),46,74,29,40,11,46,42,4,2025-01-01T00:00:41
41,PSO SFM(Assist Mobile),44,76,29,41,9,44,37,7,2025-01-01T00:00:41
41,PSO SFM(Assist Elderly),48,72,27,41,8,48,39,9,2025-01-01T00:00:41
41,PSO SFM(Top Evac),44,76,29,39,12,44,37,7,2025-01-01T00:00:41
41,PSO SFM(Avoid Top),41,79,31,45,9,41,40,1,2025-01-01T00:00:41
41,PSO SFM(Zone Sweep),44,76,32,40,13,44,43,1,2025-01-01T00:00:41
41,MFO SFM,27,93,38,41,16,27,23,4,2025-01-01T00:00:41
41,ACO SFM,44,76,23,41,15,44,40,4,2025-01-01T00:00:41
42,Random,2,118,41,41,36,2,1,1,2025-01-01T00:00:42
42,PSO,53,67,9,38,22,53,0,53,2025-01-01T00:00:42
42,SFM,37,83,24,42,17,37,35,2,2025-01-01T00:00:42
42,PSO SFM(Staff all evacuate),37,83,32,41,13,37,28,9,2025-01-01T00:00:42
42,PSO SFM(Staff all assist),38,82,31,42,12,38,38,0,2025-01-01T00:00:42
42,PSO SFM(Half Assist),47,73,29,40,10,47,43,4,2025-01-01T00:00:42
42,PSO SFM(Assist Mobile),45,75,28,42,8,45,38,7,2025-01-01T00:00:42
42,PSO SFM(Assist Elderly),50,70,26,40,8,50,40,10,2025-01-01T00:00:42
42,PSO SFM(Top Evac),48,72,29,38,12,48,41,7,2025-01-01T00:00:42
42,PSO SFM(Avoid Top),45,75,29,46,8,45,44,1,2025-01-01T00:00:42
42,PSO SFM(Zone Sweep),44,76,27,41,12,44,43,1,2025-01-01T00:00:42
42,MFO SFM,27,93,37,41,16,27,23,4,2025-01-01T00:00:42
42,ACO SFM,44,76,22,41,15,44,40,4,2025-01-01T00:00:42
43,Random,2,118,41,41,36,2,1,1,2025-01-01T00:00:43
43,PSO,54,66,8,38,22,54,0,54,2025-01-01T00:00:43
43,SFM,37,83,24,42,17,37,35,2,2025-01-01T00:00:43
43,PSO SFM(Staff all evacuate),38,82,31,41,13,38,29,9,2025-01-01T00:00:43
43,PSO SFM(Staff all assist),41,79,31,42,12,41,41,0,2025-01-01T00:00:43
43,PSO SFM(Half Assist),49,71,28,39,10,49,45,4,2025-01-01T00:00:43
43,PSO SFM(Assist Mobile),47,73,29,42,7,47,40,7,2025-01-01T00:00:43
43,PSO SFM(Assist Elderly),52,68,24,40,8,52,42,10,2025-01-01T00:00:43
43,PSO SFM(Top Evac),50,70,27,38,12,50,42,8,2025-01-01T00:00:43
43,PSO SFM(Avoid Top),48,72,28,45,8,48,47,1,2025-01-01T00:00:43
43,PSO SFM(Zone Sweep),45,75,27,40,12,45,44,1,2025-01-01T00:00:43
43,MFO SFM,27,93,37,40,16,27,23,4,2025-01-01T00:00:43
43,ACO SFM,45,75,20,41,15,45,41,4,2025-01-01T00:00:43
44,Random,2,118,41,41,36,2,1,1,2025-01-01T00:00:44
44,PSO,54,66,8,37,22,54,0,54,2025-01-01T00:00:44
44,SFM,37,83,24,42,17,37,35,2,2025-01-01T00:00:44
44,PSO SFM(Staff all evacuate),39,81,33,40,12,39,30,9,2025-01-01T00:00:44
44,PSO SFM(Staff all assist),44,76,30,42,11,44,44,0,2025-01-01T00:00:44
44,PSO SFM(Half Assist),49,71,25,39,10,49,45,4,2025-01-01T00:00:44
44,PSO SFM(Assist Mobile),51,69,28,41,7,51,43,8,2025-01-01T00:00:44
44,PSO SFM(Assist Elderly),53,67,24,40,8,53,43,10,2025-01-01T00:00:44
44,PSO SFM(Top Evac),52,68,26,40,10,52,43,9,2025-01-01T00:00:44
44,PSO SFM(Avoid Top),49,71,27,44,8,49,48,1,2025-01-01T00:00:44
44,PSO SFM(Zone Sweep),48,72,25,40,11,48,47,1,2025-01-01T00:00:44
44,MFO SFM,27,93,37,40,16,27,23,4,2025-01-01T00:00:44
44,ACO SFM,46,74,20,41,15,46,42,4,2025-01-01T00:00:44
45,Random,2,118,41,41,36,2,1,1,2025-01-01T00:00:45
45,PSO,56,64,8,37,22,56,0,56,2025-01-01T00:00:45
45,SFM,37,83,24,42,17,37,35,2,2025-01-01T00:00:45
45,PSO SFM(Staff all evacuate),39,81,31,40,12,39,30,9,2025-01-01T00:00:45
45,PSO SFM(Staff all assist),46,74,29,42,11,46,46,0,2025-01-01T00:00:45
45,PSO SFM(Half Assist),51,69,24,39,10,51,47,4,2025-01-01T00:00:45
45,PSO SFM(Assist Mobile),54,66,27,41,7,54,45,9,2025-01-01T00:00:45
45,PSO SFM(Assist Elderly),54,66,22,41,7,54,44,10,2025-01-01T00:00:45
45,PSO SFM(Top Evac),53,67,22,40,10,53,44,9,2025-01-01T00:00:45
45,PSO SFM(Avoid Top),51,69,23,45,7,51,50,1,2025-01-01T00:00:45
45,PSO SFM(Zone Sweep),49,71,25,40,11,49,48,1,2025-01-01T00:00:45
45,MFO SFM,27,93,37,40,16,27,23,4,2025-01-01T00:00:45
45,ACO SFM,46,74,20,41,15,46,42,4,2025-01-01T00:00:45
46,Random,2,118,41,42,35,2,1,1,2025-01-01T00:00:46
46,PSO,57,63,9,35,22,57,0,57,2025-01-01T00:00:46
46,SFM,37,83,24,42,17,37,35,2,2025-01-01T00:00:46
46,PSO SFM(Staff all evacuate),39,81,31,39,12,39,30,9,2025-01-01T00:00:46
46,PSO SFM(Staff all assist),47,73,26,42,11,47,47,0,2025-01-01T00:00:46
46,PSO SFM(Half Assist),52,68,22,39,10,52,48,4,2025-01-01T00:00:46
46,PSO SFM(Assist Mobile),57,63,26,40,7,57,48,9,2025-01-01T00:00:46
46,PSO SFM(Assist Elderly),57,63,20,41,7,57,47,10,2025-01-01T00:00:46
46,PSO SFM(Top Evac),54,66,20,40,10,54,45,9,2025-01-01T00:00:46
46,PSO SFM(Avoid Top),53,67,20,45,7,53,52,1,2025-01-01T00:00:46
46,PSO SFM(Zone Sweep),51,69,25,39,11,51,50,1,2025-01-01T00:00:46
46,MFO SFM,27,93,37,40,16,27,23,4,2025-01-01T00:00:46
46,ACO SFM,46,74,19,41,15,46,42,4,2025-01-01T00:00:46
47,Random,2,118,41,42,35,2,1,1,2025-01-01T00:00:47
47,PSO,58,62,9,35,22,58,0,58,2025-01-01T00:00:47
47,SFM,37,83,24,42,17,37,35,2,2025-01-01T00:00:47
47,PSO SFM(Staff all evacuate),40,80,31,38,12,40,31,9,2025-01-01T00:00:47
47,PSO SFM(Staff all assist),48,72,23,43,10,48,48,0,2025-01-01T00:00:47
47,PSO SFM(Half Assist),55,65,22,39,10,55,51,4,2025-01-01T00:00:47
47,PSO SFM(Assist Mobile),60,60,23,40,6,60,51,9,2025-01-01T00:00:47
47,PSO SFM(Assist Elderly),58,62,19,42,6,58,48,10,2025-01-01T00:00:47
47,PSO SFM(Top Evac),56,64,18,40,10,56,47,9,2025-01-01T00:00:47
47,PSO SFM(Avoid Top),56,64,19,46,6,56,55,1,2025-01-01T00:00:47
47,PSO SFM(Zone Sweep),52,68,22,39,11,52,51,1,2025-01-01T00:00:47
47,MFO SFM,29,91,37,40,16,29,25,4,2025-01-01T00:00:47
47,ACO SFM,47,73,18,41,15,47,42,5,2025-01-01T00:00:47
48,Random,2,118,42,41,35,2,1,1,2025-01-01T00:00:48
48,PSO,59,61,9,33,22,59,0,59,2025-01-01T00:00:48
48,SFM,37,83,24,42,17,37,35,2,2025-01-01T00:00:48
48,PSO SFM(Staff all evacuate),40,80,31,39,11,40,31,9,2025-01-01T00:00:48
48,PSO SFM(Staff all assist),50,70,21,43,10,50,50,0,2025-01-01T00:00:48
48,PSO SFM(Half Assist),57,63,20,40,9,57,53,4,2025-01-01T00:00:48
48,PSO SFM(Assist Mobile),61,59,20,40,6,61,52,9,2025-01-01T00:00:48
48,PSO SFM(Assist Elderly),59,61,19,41,6,59,49,10,2025-01-01T00:00:48
48,PSO SFM(Top Evac),57,63,17,40,10,57,48,9,2025-01-01T00:00:48
48,PSO SFM(Avoid Top),56,64,19,44,6,56,55,1,2025-01-01T00:00:48
48,PSO SFM(Zone Sweep),53,67,21,40,10,53,52,1,2025-01-01T00:00:48
48,MFO SFM,29,91,37,40,16,29,25,4,2025-01-01T00:00:48
48,ACO SFM,47,73,18,41,15,47,42,5,2025-01-01T00:00:48
49,Random,2,118,42,41,35,2,1,1,2025-01-01T00:00:49
49,PSO,59,61,8,33,22,59,0,59,2025-01-01T00:00:49
49,SFM,37,83,24,42,17,37,35,2,2025-01-01T00:00:49
49,PSO SFM(Staff all evacuate),41,79,31,39,11,41,32,9,2025-01-01T00:00:49
49,PSO SFM(Staff all assist),51,69,20,43,10,51,51,0,2025-01-01T00:00:49
49,PSO SFM(Half Assist),57,63,19,40,9,57,53,4,2025-01-01T00:00:49
49,PSO SFM(Assist Mobile),62,58,18,40,5,62,53,9,2025-01-01T00:00:49
49,PSO SFM(Assist Elderly),60,60,16,41,6,60,50,10,2025-01-01T00:00:49
49,PSO SFM(Top Evac),58,62,17,39,10,58,49,9,2025-01-01T00:00:49
49,PSO SFM(Avoid Top),57,63,18,44,5,57,56,1,2025-01-01T00:00:49
49,PSO SFM(Zone Sweep),53,67,20,39,10,53,52,1,2025-01-01T00:00:49
49,MFO SFM,29,91,37,40,16,29,25,4,2025-01-01T00:00:49
49,ACO SFM,47,73,18,41,15,47,42,5,2025-01-01T00:00:49
50,Random,2,118,42,41,35,2,1,1,2025-01-01T00:00:50
50,PSO,59,61,7,33,22,59,0,59,2025-01-01T00:00:50
50,SFM,37,83,24,42,17,37,35,2,2025-01-01T00:00:50
50,PSO SFM(Staff all evacuate),42,78,31,38,11,42,33,9,2025-01-01T00:00:50
50,PSO SFM(Staff all assist),53,67,19,43,10,53,53,0,2025-01-01T00:00:50
50,PSO SFM(Half Assist),60,60,16,40,9,60,56,4,2025-01-01T00:00:50
50,PSO SFM(Assist Mobile),64,56,15,40,5,64,55,9,2025-01-01T00:00:50
50,PSO SFM(Assist Elderly),63,57,16,41,5,63,53,10,2025-01-01T00:00:50
50,PSO SFM(Top Evac),59,61,16,38,10,59,50,9,2025-01-01T00:00:50
50,PSO SFM(Avoid Top),59,61,15,44,5,59,58,1,2025-01-01T00:00:50
50,PSO SFM(Zone Sweep),54,66,19,40,9,54,53,1,2025-01-01T00:00:50
50,MFO SFM,29,91,35,40,16,29,25,4,2025-01-01T00:00:50
50,ACO SFM,47,73,17,41,15,47,42,5,2025-01-01T00:00:50
51,Random,2,118,42,41,35,2,1,1,2025-01-01T00:00:51
