timestamp,algorithm,evacuated,deaths,deaths_floor_0,evacuated_age_adults,evacuated_age_children,evacuated_age_elderly,evacuated_stafftype_civilian,evacuated_stafftype_staff,datetime
25,PSO SFM(Assist Mobile),61,59,62,37,7,17,47,14,2025-01-01T00:00:25
25,PSO SFM(Assist Elderly),50,70,71,29,4,17,39,11,2025-01-01T00:00:25
25,PSO SFM(Top Evac),45,75,77,24,6,15,44,1,2025-01-01T00:00:25
25,PSO SFM(Avoid Top),52,68,68,30,8,14,49,3,2025-01-01T00:00:25
25,PSO SFM(Zone Sweep),58,62,66,33,7,18,56,2,2025-01-01T00:00:25
25,MFO SFM,56,64,66,33,7,16,47,9,2025-01-01T00:00:25
25,ACO SFM,60,60,62,36,5,19,50,10,2025-01-01T00:00:25
26,Random,8,112,112,4,0,4,6,2,2025-01-01T00:00:26
26,PSO,88,32,32,56,6,26,0,88,2025-01-01T00:00:26
26,SFM,49,71,71,29,4,16,40,9,2025-01-01T00:00:26
26,PSO SFM(Staff all evacuate),47,73,75,26,4,17,38,9,2025-01-01T00:00:26
26,PSO SFM(Staff all assist),51,69,69,27,6,18,51,0,2025-01-01T00:00:26
26,PSO SFM(Half Assist),55,65,66,30,6,19,47,8,2025-01-01T00:00:26
26,PSO SFM(Assist Mobile),62,58,59,37,8,17,48,14,2025-01-01T00:00:26
26,PSO SFM(Assist Elderly),52,68,70,30,4,18,41,11,2025-01-01T00:00:26
26,PSO SFM(Top Evac),46,74,75,24,6,16,45,1,2025-01-01T00:00:26
26,PSO SFM(Avoid Top),53,67,68,31,8,14,50,3,2025-01-01T00:00:26
26,PSO SFM(Zone Sweep),59,61,62,34,7,18,56,3,2025-01-01T00:00:26
26,MFO SFM,57,63,64,34,7,16,48,9,2025-01-01T00:00:26
26,ACO SFM,62,58,60,38,5,19,52,10,2025-01-01T00:00:26
27,Random,8,112,112,4,0,4,6,2,2025-01-01T00:00:27
27,PSO,89,31,32,56,7,26,0,89,2025-01-01T00:00:27
27,SFM,49,71,71,29,4,16,40,9,2025-01-01T00:00:27
27,PSO SFM(Staff all evacuate),49,71,73,28,4,17,39,10,2025-01-01T00:00:27
27,PSO SFM(Staff all assist),53,67,69,28,6,19,53,0,2025-01-01T00:00:27
27,PSO SFM(Half Assist),57,63,65,32,6,19,49,8,2025-01-01T00:00:27
27,PSO SFM(Assist Mobile),62,58,58,37,8,17,48,14,2025-01-01T00:00:27
27,PSO SFM(Assist Elderly),54,66,68,31,4,19,43,11,2025-01-01T00:00:27
27,PSO SFM(Top Evac),48,72,74,26,6,16,47,1,2025-01-01T00:00:27
27,PSO SFM(Avoid Top),54,66,67,31,8,15,51,3,2025-01-01T00:00:27
27,PSO SFM(Zone Sweep),60,60,61,35,7,18,57,3,2025-01-01T00:00:27
27,MFO SFM,59,61,63,36,7,16,49,10,2025-01-01T00:00:27
27,ACO SFM,63,57,58,38,6,19,53,10,2025-01-01T00:00:27
28,Random,8,112,112,4,0,4,6,2,2025-01-01T00:00:28
28,PSO,90,30,31,57,7,26,0,90,2025-01-01T00:00:28
28,SFM,49,71,71,29,4,16,40,9,2025-01-01T00:00:28
28,PSO SFM(Staff all evacuate),51,69,71,29,4,18,41,10,2025-01-01T00:00:28
28,PSO SFM(Staff all assist),55,65,67,30,6,19,55,0,2025-01-01T00:00:28
28,PSO SFM(Half Assist),58,62,63,32,7,19,50,8,2025-01-01T00:00:28
28,PSO SFM(Assist Mobile),65,55,58,39,8,18,50,15,2025-01-01T00:00:28
28,PSO SFM(Assist Elderly),54,66,66,31,4,19,43,11,2025-01-01T00:00:28
28,PSO SFM(Top Evac),51,69,72,26,6,19,50,1,2025-01-01T00:00:28
28,PSO SFM(Avoid Top),55,65,66,32,8,15,52,3,2025-01-01T00:00:28
28,PSO SFM(Zone Sweep),61,59,60,36,7,18,58,3,2025-01-01T00:00:28
28,MFO SFM,60,60,61,36,7,17,50,10,2025-01-01T00:00:28
28,ACO SFM,64,56,57,39,6,19,54,10,2025-01-01T00:00:28
29,Random,8,112,112,4,0,4,6,2,2025-01-01T00:00:29
29,PSO,90,30,30,57,7,26,0,90,2025-01-01T00:00:29
29,SFM,49,71,71,29,4,16,40,9,2025-01-01T00:00:29
29,PSO SFM(Staff all evacuate),53,67,69,30,4,19,43,10,2025-01-01T00:00:29
29,PSO SFM(Staff all assist),55,65,65,30,6,19,55,0,2025-01-01T00:00:29
29,PSO SFM(Half Assist),60,60,62,34,7,19,52,8,2025-01-01T00:00:29
29,PSO SFM(Assist Mobile),67,53,55,40,9,18,52,15,2025-01-01T00:00:29
29,PSO SFM(Assist Elderly),57,63,66,33,4,20,46,11,2025-01-01T00:00:29
29,PSO SFM(Top Evac),53,67,69,28,6,19,52,1,2025-01-01T00:00:29
29,PSO SFM(Avoid Top),56,64,65,33,8,15,53,3,2025-01-01T00:00:29
29,PSO SFM(Zone Sweep),61,59,59,36,7,18,58,3,2025-01-01T00:00:29
29,MFO SFM,61,59,60,37,7,17,51,10,2025-01-01T00:00:29
29,ACO SFM,66,54,56,40,6,20,54,12,2025-01-01T00:00:29
30,Random,8,112,112,4,0,4,6,2,2025-01-01T00:00:30
30,PSO,92,28,30,57,8,27,0,92,2025-01-01T00:00:30
30,SFM,49,71,71,29,4,16,40,9,2025-01-01T00:00:30
30,PSO SFM(Staff all evacuate),55,65,67,32,4,19,45,10,2025-01-01T00:00:30
30,PSO SFM(Staff all assist),58,62,65,32,7,19,58,0,2025-01-01T00:00:30
30,PSO SFM(Half Assist),62,58,60,35,7,20,54,8,2025-01-01T00:00:30
30,PSO SFM(Assist Mobile),68,52,53,40,10,18,53,15,2025-01-01T00:00:30
30,PSO SFM(Assist Elderly),57,63,63,33,4,20,46,11,2025-01-01T00:00:30
30,PSO SFM(Top Evac),56,64,67,31,6,19,54,2,2025-01-01T00:00:30
30,PSO SFM(Avoid Top),57,63,64,34,8,15,54,3,2025-01-01T00:00:30
30,PSO SFM(Zone Sweep),61,59,59,36,7,18,58,3,2025-01-01T00:00:30
30,MFO SFM,61,59,59,37,7,17,51,10,2025-01-01T00:00:30
30,ACO SFM,67,53,54,41,6,20,55,12,2025-01-01T00:00:30
31,Random,8,112,112,4,0,4,6,2,2025-01-01T00:00:31
31,PSO,92,28,28,57,8,27,0,92,2025-01-01T00:00:31
31,SFM,49,71,71,29,4,16,40,9,2025-01-01T00:00:31
31,PSO SFM(Staff all evacuate),56,64,65,33,4,19,45,11,2025-01-01T00:00:31
31,PSO SFM(Staff all assist),59,61,62,32,7,20,59,0,2025-01-01T00:00:31
31,PSO SFM(Half Assist),62,58,58,35,7,20,54,8,2025-01-01T00:00:31
31,PSO SFM(Assist Mobile),70,50,52,40,11,19,55,15,2025-01-01T00:00:31
31,PSO SFM(Assist Elderly),59,61,63,33,6,20,47,12,2025-01-01T00:00:31
31,PSO SFM(Top Evac),56,64,64,31,6,19,54,2,2025-01-01T00:00:31
31,PSO SFM(Avoid Top),57,63,63,34,8,15,54,3,2025-01-01T00:00:31
31,PSO SFM(Zone Sweep),62,58,59,36,8,18,59,3,2025-01-01T00:00:31
31,MFO SFM,61,59,59,37,7,17,51,10,2025-01-01T00:00:31
31,ACO SFM,67,53,53,41,6,20,55,12,2025-01-01T00:00:31
32,Random,9,111,112,5,0,4,7,2,2025-01-01T00:00:32
32,PSO,95,25,28,57,10,28,0,95,2025-01-01T00:00:32
32,SFM,49,71,71,29,4,16,40,9,2025-01-01T00:00:32
32,PSO SFM(Staff all evacuate),58,62,64,35,4,19,47,11,2025-01-01T00:00:32
32,PSO SFM(Staff all assist),60,60,61,32,7,21,60,0,2025-01-01T00:00:32
32,PSO SFM(Half Assist),63,57,58,36,7,20,55,8,2025-01-01T00:00:32
32,PSO SFM(Assist Mobile),73,47,50,42,11,20,58,15,2025-01-01T00:00:32
32,PSO SFM(Assist Elderly),60,60,61,33,6,21,48,12,2025-01-01T00:00:32
32,PSO SFM(Top Evac),57,63,64,31,7,19,55,2,2025-01-01T00:00:32
32,PSO SFM(Avoid Top),58,62,63,34,8,16,55,3,2025-01-01T00:00:32
32,PSO SFM(Zone Sweep),63,57,58,36,8,19,60,3,2025-01-01T00:00:32
32,MFO SFM,64,56,59,39,7,18,54,10,2025-01-01T00:00:32
32,ACO SFM,68,52,53,42,6,20,55,13,2025-01-01T00:00:32
33,Random,10,110,111,5,0,5,8,2,2025-01-01T00:00:33
33,PSO,96,24,25,57,10,29,0,96,2025-01-01T00:00:33
33,SFM,49,71,71,29,4,16,40,9,2025-01-01T00:00:33
33,PSO SFM(Staff all evacuate),59,61,62,36,4,19,48,11,2025-01-01T00:00:33
33,PSO SFM(Staff all assist),61,59,60,33,7,21,61,0,2025-01-01T00:00:33
33,PSO SFM(Half Assist),64,56,57,36,8,20,56,8,2025-01-01T00:00:33
33,PSO SFM(Assist Mobile),73,47,47,42,11,20,58,15,2025-01-01T00:00:33
33,PSO SFM(Assist Elderly),61,59,60,34,6,21,49,12,2025-01-01T00:00:33
33,PSO SFM(Top Evac),57,63,63,31,7,19,55,2,2025-01-01T00:00:33
33,PSO SFM(Avoid Top),60,60,62,35,8,17,57,3,2025-01-01T00:00:33
33,PSO SFM(Zone Sweep),64,56,57,36,8,20,61,3,2025-01-01T00:00:33
33,MFO SFM,65,55,56,40,7,18,55,10,2025-01-01T00:00:33
33,ACO SFM,69,51,52,43,6,20,56,13,2025-01-01T00:00:33
34,Random,10,110,110,5,0,5,8,2,2025-01-01T00:00:34
34,PSO,97,23,24,58,10,29,0,97,2025-01-01T00:00:34
34,SFM,49,71,71,29,4,16,40,9,2025-01-01T00:00:34
34,PSO SFM(Staff all evacuate),63,57,61,39,5,19,51,12,2025-01-01T00:00:34
34,PSO SFM(Staff all assist),62,58,59,34,7,21,62,0,2025-01-01T00:00:34
34,PSO SFM(Half Assist),65,55,56,36,8,21,57,8,2025-01-01T00:00:34
34,PSO SFM(Assist Mobile),75,45,47,43,11,21,60,15,2025-01-01T00:00:34
34,PSO SFM(Assist Elderly),63,57,59,35,6,22,51,12,2025-01-01T00:00:34
34,PSO SFM(Top Evac),60,60,63,33,7,20,58,2,2025-01-01T00:00:34
34,PSO SFM(Avoid Top),61,59,60,35,8,18,58,3,2025-01-01T00:00:34
34,PSO SFM(Zone Sweep),64,56,56,36,8,20,61,3,2025-01-01T00:00:34
34,MFO SFM,67,53,55,42,7,18,56,11,2025-01-01T00:00:34
34,ACO SFM,69,51,51,43,6,20,56,13,2025-01-01T00:00:34
35,Random,10,110,110,5,0,5,8,2,2025-01-01T00:00:35
35,PSO,97,23,23,58,10,29,0,97,2025-01-01T00:00:35
35,SFM,49,71,71,29,4,16,40,9,2025-01-01T00:00:35
35,PSO SFM(Staff all evacuate),63,57,57,39,5,19,51,12,2025-01-01T00:00:35
35,PSO SFM(Staff all assist),62,58,58,34,7,21,62,0,2025-01-01T00:00:35
35,PSO SFM(Half Assist),67,53,55,36,8,23,59,8,2025-01-01T00:00:35
35,PSO SFM(Assist Mobile),77,43,45,44,11,22,62,15,2025-01-01T00:00:35
35,PSO SFM(Assist Elderly),64,56,57,36,6,22,52,12,2025-01-01T00:00:35
35,PSO SFM(Top Evac),60,60,60,33,7,20,58,2,2025-01-01T00:00:35
35,PSO SFM(Avoid Top),62,58,59,36,8,18,59,3,2025-01-01T00:00:35
35,PSO SFM(Zone Sweep),66,54,56,37,8,21,62,4,2025-01-01T00:00:35
35,MFO SFM,69,51,53,42,7,20,57,12,2025-01-01T00:00:35
35,ACO SFM,72,48,51,46,6,20,58,14,2025-01-01T00:00:35
36,Random,10,110,110,5,0,5,8,2,2025-01-01T00:00:36
36,PSO,98,22,23,59,10,29,0,98,2025-01-01T00:00:36
36,SFM,49,71,71,29,4,16,40,9,2025-01-01T00:00:36
36,PSO SFM(Staff all evacuate),63,57,57,39,5,19,51,12,2025-01-01T00:00:36
36,PSO SFM(Staff all assist),62,58,58,34,7,21,62,0,2025-01-01T00:00:36
36,PSO SFM(Half Assist),68,52,53,37,8,23,60,8,2025-01-01T00:00:36
36,PSO SFM(Assist Mobile),78,42,43,45,11,22,63,15,2025-01-01T00:00:36
36,PSO SFM(Assist Elderly),65,55,56,37,6,22,53,12,2025-01-01T00:00:36
36,PSO SFM(Top Evac),61,59,60,33,7,21,59,2,2025-01-01T00:00:36
36,PSO SFM(Avoid Top),63,57,58,37,8,18,60,3,2025-01-01T00:00:36
36,PSO SFM(Zone Sweep),67,53,54,37,9,21,63,4,2025-01-01T00:00:36
36,MFO SFM,71,49,51,43,7,21,59,12,2025-01-01T00:00:36
36,ACO SFM,73,47,48,47,6,20,59,14,2025-01-01T00:00:36
37,Random,10,110,110,5,0,5,8,2,2025-01-01T00:00:37
37,PSO,99,21,22,59,11,29,0,99,2025-01-01T00:00:37
37,SFM,49,71,71,29,4,16,40,9,2025-01-01T00:00:37
37,PSO SFM(Staff all evacuate),64,56,57,39,5,20,52,12,2025-01-01T00:00:37
37,PSO SFM(Staff all assist),62,58,58,34,7,21,62,0,2025-01-01T00:00:37
37,PSO SFM(Half Assist),70,50,52,38,9,23,62,8,2025-01-01T00:00:37
37,PSO SFM(Assist Mobile),78,42,42,45,11,22,63,15,2025-01-01T00:00:37
37,PSO SFM(Assist Elderly),66,54,55,37,6,23,54,12,2025-01-01T00:00:37
37,PSO SFM(Top Evac),62,58,59,33,7,22,60,2,2025-01-01T00:00:37
37,PSO SFM(Avoid Top),64,56,57,37,8,19,61,3,2025-01-01T00:00:37
37,PSO SFM(Zone Sweep),70,50,53,40,9,21,66,4,2025-01-01T00:00:37
37,MFO SFM,72,48,49,44,7,21,60,12,2025-01-01T00:00:37
37,ACO SFM,74,46,47,47,6,21,60,14,2025-01-01T00:00:37
38,Random,11,109,110,6,0,5,9,2,2025-01-01T00:00:38
38,PSO,99,21,21,59,11,29,0,99,2025-01-01T00:00:38
38,SFM,49,71,71,29,4,16,40,9,2025-01-01T00:00:38
38,PSO SFM(Staff all evacuate),65,55,56,39,5,21,53,12,2025-01-01T00:00:38
38,PSO SFM(Staff all assist),63,57,58,35,7,21,63,0,2025-01-01T00:00:38
38,PSO SFM(Half Assist),73,47,50,40,9,24,65,8,2025-01-01T00:00:38
38,PSO SFM(Assist Mobile),79,41,42,46,11,22,64,15,2025-01-01T00:00:38
38,PSO SFM(Assist Elderly),67,53,54,38,6,23,55,12,2025-01-01T00:00:38
38,PSO SFM(Top Evac),63,57,58,34,7,22,61,2,2025-01-01T00:00:38
38,PSO SFM(Avoid Top),65,55,56,37,8,20,62,3,2025-01-01T00:00:38
38,PSO SFM(Zone Sweep),71,49,50,41,9,21,67,4,2025-01-01T00:00:38
38,MFO SFM,74,46,48,46,7,21,62,12,2025-01-01T00:00:38
38,ACO SFM,76,44,46,47,6,23,62,14,2025-01-01T00:00:38
39,Random,12,108,109,7,0,5,9,3,2025-01-01T00:00:39
39,PSO,99,21,21,59,11,29,0,99,2025-01-01T00:00:39
39,SFM,49,71,71,29,4,16,40,9,2025-01-01T00:00:39
39,PSO SFM(Staff all evacuate),66,54,55,40,5,21,54,12,2025-01-01T00:00:39
39,PSO SFM(Staff all assist),64,56,57,36,7,21,64,0,2025-01-01T00:00:39
39,PSO SFM(Half Assist),76,44,47,42,10,24,68,8,2025-01-01T00:00:39
39,PSO SFM(Assist Mobile),81,39,41,48,11,22,66,15,2025-01-01T00:00:39
39,PSO SFM(Assist Elderly),69,51,53,39,6,24,56,13,2025-01-01T00:00:39
39,PSO SFM(Top Evac),64,56,57,35,7,22,62,2,2025-01-01T00:00:39
39,PSO SFM(Avoid Top),67,53,55,39,8,20,64,3,2025-01-01T00:00:39
39,PSO SFM(Zone Sweep),72,48,49,42,9,21,67,5,2025-01-01T00:00:39
39,MFO SFM,75,45,46,47,7,21,63,12,2025-01-01T00:00:39
39,ACO SFM,76,44,44,47,6,23,62,14,2025-01-01T00:00:39
40,Random,12,108,108,7,0,5,9,3,2025-01-01T00:00:40
40,PSO,100,20,21,59,11,30,0,100,2025-01-01T00:00:40
40,SFM,49,71,71,29,4,16,40,9,2025-01-01T00:00:40
40,PSO SFM(Staff all evacuate),67,53,54,41,5,21,55,12,2025-01-01T00:00:40
40,PSO SFM(Staff all assist),65,55,56,37,7,21,65,0,2025-01-01T00:00:40
40,PSO SFM(Half Assist),76,44,44,42,10,24,68,8,2025-01-01T00:00:40
40,PSO SFM(Assist Mobile),83,37,39,50,11,22,68,15,2025-01-01T00:00:40
40,PSO SFM(Assist Elderly),70,50,51,40,6,24,57,13,2025-01-01T00:00:40
40,PSO SFM(Top Evac),65,55,56,36,7,22,63,2,2025-01-01T00:00:40
40,PSO SFM(Avoid Top),68,52,53,40,8,20,65,3,2025-01-01T00:00:40
40,PSO SFM(Zone Sweep),75,45,48,44,9,22,70,5,2025-01-01T00:00:40
40,MFO SFM,77,43,45,49,7,21,64,13,2025-01-01T00:00:40
40,ACO SFM,78,42,44,48,7,23,64,14,2025-01-01T00:00:40
41,Random,12,108,108,7,0,5,9,3,2025-01-01T00:00:41
41,PSO,101,19,20,60,11,30,0,101,2025-01-01T00:00:41
41,SFM,49,71,71,29,4,16,40,9,2025-01-01T00:00:41
41,PSO SFM(Staff all evacuate),68,52,53,41,6,21,56,12,2025-01-01T00:00:41
41,PSO SFM(Staff all assist),66,54,55,38,7,21,66,0,2025-01-01T00:00:41
41,PSO SFM(Half Assist),76,44,44,42,10,24,68,8,2025-01-01T00:00:41
41,PSO SFM(Assist Mobile),84,36,37,51,11,22,69,15,2025-01-01T00:00:41
41,PSO SFM(Assist Elderly),71,49,50,41,6,24,58,13,2025-01-01T00:00:41
41,PSO SFM(Top Evac),65,55,55,36,7,22,63,2,2025-01-01T00:00:41
41,PSO SFM(Avoid Top),68,52,52,40,8,20,65,3,2025-01-01T00:00:41
41,PSO SFM(Zone Sweep),75,45,45,44,9,22,70,5,2025-01-01T00:00:41
41,MFO SFM,78,42,43,50,7,21,64,14,2025-01-01T00:00:41
41,ACO SFM,79,41,42,48,7,24,65,14,2025-01-01T00:00:41
42,Random,12,108,108,7,0,5,9,3,2025-01-01T00:00:42
42,PSO,102,18,19,61,11,30,0,102,2025-01-01T00:00:42
42,SFM,49,71,71,29,4,16,40,9,2025-01-01T00:00:42
42,PSO SFM(Staff all evacuate),69,51,52,42,6,21,56,13,2025-01-01T00:00:42
42,PSO SFM(Staff all assist),68,52,54,39,8,21,68,0,2025-01-01T00:00:42
42,PSO SFM(Half Assist),78,42,44,44,10,24,70,8,2025-01-01T00:00:42
42,PSO SFM(Assist Mobile),85,35,36,52,11,22,70,15,2025-01-01T00:00:42
42,PSO SFM(Assist Elderly),73,47,49,42,6,25,60,13,2025-01-01T00:00:42
42,PSO SFM(Top Evac),68,52,55,37,8,23,66,2,2025-01-01T00:00:42
42,PSO SFM(Avoid Top),69,51,52,41,8,20,65,4,2025-01-01T00:00:42
42,PSO SFM(Zone Sweep),77,43,45,45,9,23,72,5,2025-01-01T00:00:42
42,MFO SFM,79,41,42,50,7,22,65,14,2025-01-01T00:00:42
42,ACO SFM,80,40,41,49,7,24,66,14,2025-01-01T00:00:42
43,Random,12,108,108,7,0,5,9,3,2025-01-01T00:00:43
43,PSO,102,18,18,61,11,30,0,102,2025-01-01T00:00:43
43,SFM,49,71,71,29,4,16,40,9,2025-01-01T00:00:43
43,PSO SFM(Staff all evacuate),70,50,51,42,7,21,57,13,2025-01-01T00:00:43
43,PSO SFM(Staff all assist),68,52,52,39,8,21,68,0,2025-01-01T00:00:43
43,PSO SFM(Half Assist),79,41,42,44,10,25,71,8,2025-01-01T00:00:43
43,PSO SFM(Assist Mobile),88,32,35,54,11,23,73,15,2025-01-01T00:00:43
43,PSO SFM(Assist Elderly),73,47,47,42,6,25,60,13,2025-01-01T00:00:43
43,PSO SFM(Top Evac),69,51,52,38,8,23,67,2,2025-01-01T00:00:43
43,PSO SFM(Avoid Top),70,50,51,41,9,20,66,4,2025-01-01T00:00:43
43,PSO SFM(Zone Sweep),80,40,43,48,9,23,75,5,2025-01-01T00:00:43
43,MFO SFM,80,40,41,51,7,22,65,15,2025-01-01T00:00:43
43,ACO SFM,80,40,40,49,7,24,66,14,2025-01-01T00:00:43
44,Random,12,108,108,7,0,5,9,3,2025-01-01T00:00:44
44,PSO,103,17,18,61,11,31,0,103,2025-01-01T00:00:44
44,SFM,49,71,71,29,4,16,40,9,2025-01-01T00:00:44
44,PSO SFM(Staff all evacuate),72,48,50,44,7,21,59,13,2025-01-01T00:00:44
44,PSO SFM(Staff all assist),70,50,52,41,8,21,70,0,2025-01-01T00:00:44
44,PSO SFM(Half Assist),80,40,41,44,10,26,72,8,2025-01-01T00:00:44
44,PSO SFM(Assist Mobile),91,29,32,56,11,24,76,15,2025-01-01T00:00:44
44,PSO SFM(Assist Elderly),76,44,47,43,7,26,63,13,2025-01-01T00:00:44
44,PSO SFM(Top Evac),69,51,51,38,8,23,67,2,2025-01-01T00:00:44
44,PSO SFM(Avoid Top),71,49,50,42,9,20,67,4,2025-01-01T00:00:44
44,PSO SFM(Zone Sweep),82,38,40,48,9,25,77,5,2025-01-01T00:00:44
44,MFO SFM,81,39,40,51,7,23,66,15,2025-01-01T00:00:44
44,ACO SFM,82,38,40,50,7,25,68,14,2025-01-01T00:00:44
45,Random,12,108,108,7,0,5,9,3,2025-01-01T00:00:45
45,PSO,103,17,17,61,11,31,0,103,2025-01-01T00:00:45
45,SFM,49,71,71,29,4,16,40,9,2025-01-01T00:00:45
45,PSO SFM(Staff all evacuate),74,46,48,45,7,22,61,13,2025-01-01T00:00:45
45,PSO SFM(Staff all assist),71,49,50,41,8,22,71,0,2025-01-01T00:00:45
45,PSO SFM(Half Assist),80,40,40,44,10,26,72,8,2025-01-01T00:00:45
45,PSO SFM(Assist Mobile),92,28,29,56,11,25,77,15,2025-01-01T00:00:45
45,PSO SFM(Assist Elderly),77,43,44,43,8,26,64,13,2025-01-01T00:00:45
45,PSO SFM(Top Evac),72,48,51,41,8,23,69,3,2025-01-01T00:00:45
45,PSO SFM(Avoid Top),71,49,49,42,9,20,67,4,2025-01-01T00:00:45
45,PSO SFM(Zone Sweep),82,38,38,48,9,25,77,5,2025-01-01T00:00:45
45,MFO SFM,82,38,39,51,7,24,67,15,2025-01-01T00:00:45
45,ACO SFM,83,37,38,51,7,25,69,14,2025-01-01T00:00:45
46,Random,13,107,108,7,0,6,10,3,2025-01-01T00:00:46
46,PSO,103,17,17,61,11,31,0,103,2025-01-01T00:00:46
46,SFM,49,71,71,29,4,16,40,9,2025-01-01T00:00:46
46,PSO SFM(Staff all evacuate),74,46,46,45,7,22,61,13,2025-01-01T00:00:46
46,PSO SFM(Staff all assist),72,48,49,41,9,22,72,0,2025-01-01T00:00:46
46,PSO SFM(Half Assist),81,39,40,45,10,26,73,8,2025-01-01T00:00:46
46,PSO SFM(Assist Mobile),93,27,28,57,11,25,78,15,2025-01-01T00:00:46
46,PSO SFM(Assist Elderly),78,42,43,44,8,26,65,13,2025-01-01T00:00:46
46,PSO SFM(Top Evac),75,45,48,42,9,24,72,3,2025-01-01T00:00:46
46,PSO SFM(Avoid Top),72,48,49,42,9,21,68,4,2025-01-01T00:00:46
46,PSO SFM(Zone Sweep),83,37,38,48,9,26,78,5,2025-01-01T00:00:46
46,MFO SFM,83,37,38,51,7,25,68,15,2025-01-01T00:00:46
46,ACO SFM,86,34,37,53,8,25,72,14,2025-01-01T00:00:46
47,Random,13,107,107,7,0,6,10,3,2025-01-01T00:00:47
47,PSO,103,17,17,61,11,31,0,103,2025-01-01T00:00:47
47,SFM,49,71,71,29,4,16,40,9,2025-01-01T00:00:47
47,PSO SFM(Staff all evacuate),76,44,46,46,8,22,62,14,2025-01-01T00:00:47
47,PSO SFM(Staff all assist),73,47,48,42,9,22,73,0,2025-01-01T00:00:47
47,PSO SFM(Half Assist),81,39,39,45,10,26,73,8,2025-01-01T00:00:47
47,PSO SFM(Assist Mobile),96,24,27,60,11,25,81,15,2025-01-01T00:00:47
47,PSO SFM(Assist Elderly),82,38,42,46,8,28,69,13,2025-01-01T00:00:47
47,PSO SFM(Top Evac),75,45,45,42,9,24,72,3,2025-01-01T00:00:47
47,PSO SFM(Avoid Top),72,48,48,42,9,21,68,4,2025-01-01T00:00:47
47,PSO SFM(Zone Sweep),84,36,37,49,9,26,79,5,2025-01-01T00:00:47
47,MFO SFM,83,37,37,51,7,25,68,15,2025-01-01T00:00:47
47,ACO SFM,88,32,34,54,8,26,74,14,2025-01-01T00:00:47
48,Random,13,107,107,7,0,6,10,3,2025-01-01T00:00:48
48,PSO,103,17,17,61,11,31,0,103,2025-01-01T00:00:48
48,SFM,49,71,71,29,4,16,40,9,2025-01-01T00:00:48
48,PSO SFM(Staff all evacuate),77,43,44,47,8,22,63,14,2025-01-01T00:00:48
48,PSO SFM(Staff all assist),74,46,47,42,9,23,74,0,2025-01-01T00:00:48
48,PSO SFM(Half Assist),82,38,39,46,10,26,74,8,2025-01-01T00:00:48
48,PSO SFM(Assist Mobile),99,21,24,63,11,25,84,15,2025-01-01T00:00:48
48,PSO SFM(Assist Elderly),82,38,38,46,8,28,69,13,2025-01-01T00:00:48
48,PSO SFM(Top Evac),79,41,45,44,9,26,76,3,2025-01-01T00:00:48
48,PSO SFM(Avoid Top),75,45,48,43,10,22,71,4,2025-01-01T00:00:48
48,PSO SFM(Zone Sweep),86,34,36,51,9,26,81,5,2025-01-01T00:00:48
48,MFO SFM,85,35,37,51,7,27,70,15,2025-01-01T00:00:48
48,ACO SFM,89,31,32,54,9,26,75,14,2025-01-01T00:00:48
49,Random,13,107,107,7,0,6,10,3,2025-01-01T00:00:49
49,PSO,103,17,17,61,11,31,0,103,2025-01-01T00:00:49
49,SFM,49,71,71,29,4,16,40,9,2025-01-01T00:00:49
49,PSO SFM(Staff all evacuate),79,41,43,48,8,23,65,14,2025-01-01T00:00:49
49,PSO SFM(Staff all assist),75,45,46,42,9,24,75,0,2025-01-01T00:00:49
49,PSO SFM(Half Assist),84,36,38,48,10,26,76,8,2025-01-01T00:00:49
49,PSO SFM(Assist Mobile),100,20,21,64,11,25,85,15,2025-01-01T00:00:49
49,PSO SFM(Assist Elderly),82,38,38,46,8,28,69,13,2025-01-01T00:00:49
49,PSO SFM(Top Evac),81,39,41,45,9,27,77,4,2025-01-01T00:00:49
49,PSO SFM(Avoid Top),76,44,45,44,10,22,72,4,2025-01-01T00:00:49
49,PSO SFM(Zone Sweep),88,32,34,52,10,26,83,5,2025-01-01T00:00:49
49,MFO SFM,87,33,35,52,8,27,72,15,2025-01-01T00:00:49
49,ACO SFM,91,29,31,55,9,27,77,14,2025-01-01T00:00:49
50,Random,13,107,107,7,0,6,10,3,2025-01-01T00:00:50
50,PSO,103,17,17,61,11,31,0,103,2025-01-01T00:00:50
50,SFM,49,71,71,29,4,16,40,9,2025-01-01T00:00:50
50,PSO SFM(Staff all evacuate),82,38,41,49,8,25,68,14,2025-01-01T00:00:50
50,PSO SFM(Staff all assist),77,43,45,44,9,24,77,0,2025-01-01T00:00:50
50,PSO SFM(Half Assist),86,34,36,50,10,26,78,8,2025-01-01T00:00:50
50,PSO SFM(Assist Mobile),103,17,20,65,12,26,88,15,2025-01-01T00:00:50
50,PSO SFM(Assist Elderly),84,36,38,47,8,29,71,13,2025-01-01T00:00:50
50,PSO SFM(Top Evac),81,39,39,45,9,27,77,4,2025-01-01T00:00:50
50,PSO SFM(Avoid Top),77,43,44,44,10,23,73,4,2025-01-01T00:00:50
50,PSO SFM(Zone Sweep),88,32,32,52,10,26,83,5,2025-01-01T00:00:50
50,MFO SFM,88,32,33,53,8,27,73,15,2025-01-01T00:00:50
50,ACO SFM,91,29,29,55,9,27,77,14,2025-01-01T00:00:50
